C:\Nolek\Logs\2022-0772_C1_230227.csv;120 Bar;60 Liter;Room GR1.1
Log Time;StepNo;CircuitName;TMP1;TMP2;B31;B32;B21;B22;P101;RegulatorSP;RegulatorFB
27/02/2023 23.48.17;44500;R1.1;18,71;18,89;19,02273;19,20663;1,152824E-02;51,26393;161,7626;0;0
27/02/2023 23.48.47;44500;R1.1;18,71;18,89;19,02273;19,20663;1,152824E-02;51,24662;161,9526;0;0
27/02/2023 23.49.18;44500;R1.1;18,71;18,89;19,02273;19,20663;1,152824E-02;51,23508;162,1064;0;0
27/02/2023 23.49.48;44500;R1.1;18,7;18,9;19,02273;19,20663;0;51,21777;162,2602;0;0
27/02/2023 23.50.18;44500;R1.1;18,7;18,9;19,02273;19,20663;5,764119E-03;51,21777;162,4412;0;0
27/02/2023 23.50.48;44500;R1.1;18,69;18,89;19,02273;19,20663;5,764119E-03;51,20046;162,6131;0;0
27/02/2023 23.51.18;44500;R1.1;18,7;18,89;19,02273;19,10714;5,764119E-03;51,17738;162,7759;0;0
27/02/2023 23.51.48;44500;R1.1;18,7;18,88;19,02273;19,10714;5,764119E-03;51,17161;162,9297;0;0
27/02/2023 23.52.18;44500;R1.1;18,69;18,89;19,02273;19,10714;1,152824E-02;51,16007;163,1107;0;0
27/02/2023 23.52.48;44500;R1.1;18,68;18,89;19,02273;19,10714;5,764119E-03;51,14853;163,3006;0;0
27/02/2023 23.53.34;44500;R1.1;18,68;18,89;19,02273;19,10714;5,764119E-03;51,13699;163,4816;0;0
27/02/2023 23.53.49;44500;R1.1;18,67;18,88;19,02273;19,10714;5,764119E-03;51,13699;163,6354;0;0
27/02/2023 23.54.21;44500;R1.1;18,66;18,89;19,02273;19,10714;5,764119E-03;51,13123;163,8163;0;0
27/02/2023 23.54.51;44500;R1.1;18,67;18,88;19,02273;19,10714;5,764119E-03;51,11391;163,9701;0;0
27/02/2023 23.55.21;44500;R1.1;18,66;18,88;19,02273;19,10714;1,152824E-02;51,11391;164,1511;0;0
27/02/2023 23.55.51;44500;R1.1;18,66;18,88;19,02273;19,10714;5,764119E-03;51,10238;164,3049;0;0
27/02/2023 23.56.21;44500;R1.1;18,66;18,87;19,02273;19,10714;0;51,09661;164,4768;0;0
27/02/2023 23.56.51;44500;R1.1;18,65;18,86;19,02273;19,10714;1,152824E-02;51,09084;164,6396;0;0
27/02/2023 23.57.21;44500;R1.1;18,65;18,86;19,02273;19,10714;1,152824E-02;51,08507;164,8206;0;0
27/02/2023 23.57.51;44500;R1.1;18,66;18,85;19,02273;19,10714;0;51,06776;164,9744;0;0
27/02/2023 23.58.21;44500;R1.1;18,67;18,84;19,02273;19,10714;5,764119E-03;51,06199;165,1553;0;0
27/02/2023 23.58.53;44500;R1.1;18,67;18,85;19,02273;19,10714;1,152824E-02;51,06776;165,3091;0;0
27/02/2023 23.59.23;44500;R1.1;18,66;18,85;19,02273;19,10714;5,764119E-03;51,06776;165,4901;0;0
27/02/2023 23.59.53;44500;R1.1;18,66;18,85;19,02273;19,10714;1,152824E-02;51,05622;165,6439;0;0
28/02/2023 00.00.23;44500;R1.1;18,66;18,84;19,02273;19,10714;5,764119E-03;51,04468;165,8248;0;0
28/02/2023 00.00.53;44500;R1.1;18,66;18,84;19,02273;19,10714;5,764119E-03;51,04468;165,9967;0;0
28/02/2023 00.01.23;44500;R1.1;18,66;18,83;19,02273;19,10714;5,764119E-03;51,03891;166,1686;0;0
28/02/2023 00.01.53;44500;R1.1;18,66;18,84;19,02273;19,10714;1,152824E-02;51,03891;166,3405;0;0
28/02/2023 00.02.23;44500;R1.1;18,65;18,84;19,02273;19,10714;5,764119E-03;51,02737;166,4943;0;0
28/02/2023 00.02.54;44500;R1.1;18,66;18,85;19,02273;19,10714;5,764119E-03;51,01583;166,6662;0;0
28/02/2023 00.03.24;44500;R1.1;18,66;18,83;19,02273;19,10714;5,764119E-03;51,01006;166,829;0;0
28/02/2023 00.03.54;44500;R1.1;18,66;18,83;19,02273;19,10714;5,764119E-03;51,01006;167,019;0;0
28/02/2023 00.04.24;44500;R1.1;18,67;18,83;19,02273;19,10714;5,764119E-03;51,00429;167,1638;0;0
28/02/2023 00.04.54;44500;R1.1;18,67;18,83;19,02273;19,10714;5,764119E-03;51,00429;167,3538;0;0
28/02/2023 00.05.24;44500;R1.1;18,67;18,8;19,02273;19,10714;1,152824E-02;51,00429;167,5076;0;0
28/02/2023 00.05.54;44500;R1.1;18,67;18,8;19,02273;19,10714;5,764119E-03;51,00429;167,6885;0;0
28/02/2023 00.06.39;44500;R1.1;18,66;18,8;18,92424;19,10714;5,764119E-03;51,01006;167,8423;0;0
28/02/2023 00.06.55;44500;R1.1;18,66;18,79;18,92424;19,10714;5,764119E-03;51,00429;167,9961;0;0
28/02/2023 00.07.25;44500;R1.1;18,66;18,79;18,92424;19,10714;1,152824E-02;51,00429;168,168;0;0
28/02/2023 00.07.56;44500;R1.1;18,67;18,8;18,92424;19,10714;5,764119E-03;51,00429;168,3399;0;0
28/02/2023 00.08.26;44500;R1.1;18,66;18,8;18,92424;19,10714;5,764119E-03;51,00429;168,5027;0;0
28/02/2023 00.08.56;44500;R1.1;18,65;18,8;18,92424;19,10714;5,764119E-03;50,99852;168,6837;0;0
28/02/2023 00.09.26;44500;R1.1;18,65;18,8;18,92424;19,10714;5,764119E-03;50,99852;168,8556;0;0
28/02/2023 00.09.56;44500;R1.1;18,65;18,8;18,92424;19,10714;1,152824E-02;50,99852;169,0094;0;0
28/02/2023 00.10.26;44500;R1.1;18,66;18,78;18,92424;19,10714;5,764119E-03;50,99852;169,1813;0;0
28/02/2023 00.10.56;44500;R1.1;18,66;18,78;18,92424;19,10714;5,764119E-03;50,98698;169,3441;0;0
28/02/2023 00.11.26;44500;R1.1;18,65;18,79;18,92424;19,10714;5,764119E-03;50,99275;169,507;0;0
28/02/2023 00.12.11;44500;R1.1;18,64;18,8;18,92424;19,10714;5,764119E-03;50,99275;169,6789;0;0
28/02/2023 00.12.27;44500;R1.1;18,63;18,81;18,92424;19,10714;5,764119E-03;50,98698;169,8598;0;0
28/02/2023 00.12.57;44500;R1.1;18,63;18,81;18,92424;19,10714;5,764119E-03;50,98698;170,0227;0;0
28/02/2023 00.13.27;44500;R1.1;18,64;18,79;18,92424;19,10714;5,764119E-03;50,98698;170,1674;0;0
28/02/2023 00.13.58;44500;R1.1;18,62;18,79;18,92424;19,10714;5,764119E-03;50,98698;170,3484;0;0
28/02/2023 00.14.28;44500;R1.1;18,63;18,78;18,92424;19,10714;0;50,98121;170,5293;0;0
28/02/2023 00.14.58;44500;R1.1;18,63;18,78;18,92424;19,10714;0;50,98698;170,6922;0;0
28/02/2023 00.15.28;44500;R1.1;18,63;18,76;18,92424;19,10714;5,764119E-03;50,98698;170,8459;0;0
28/02/2023 00.15.58;44500;R1.1;18,62;18,77;18,92424;19,10714;5,764119E-03;50,98121;170,9998;0;0
28/02/2023 00.16.28;44500;R1.1;18,64;18,77;18,92424;19,10714;1,152824E-02;50,98121;171,1626;0;0
28/02/2023 00.16.58;44500;R1.1;18,65;18,78;18,92424;19,10714;1,152824E-02;50,98121;171,3255;0;0
28/02/2023 00.17.28;44500;R1.1;18,64;18,79;18,92424;19,10714;5,764119E-03;50,98121;171,5064;0;0
28/02/2023 00.18.15;44500;R1.1;18,64;18,77;18,92424;19,10714;5,764119E-03;50,98121;171,309;0;0
28/02/2023 00.18.29;44500;R1.1;18,65;18,77;18,92424;19,10714;5,764119E-03;50,98121;171,4891;0;0
28/02/2023 00.19.00;44500;R1.1;18,65;18,78;18,92424;19,10714;5,764119E-03;50,97544;171,6422;0;0
28/02/2023 00.19.30;44500;R1.1;18,65;18,77;18,92424;19,10714;5,764119E-03;50,97544;171,8043;0;0
28/02/2023 00.20.00;44500;R1.1;18,67;18,77;18,92424;19,10714;5,764119E-03;50,98121;171,9754;0;0
28/02/2023 00.20.30;44500;R1.1;18,68;18,76;18,92424;19,10714;5,764119E-03;50,97544;172,1465;0;0
28/02/2023 00.21.00;44500;R1.1;18,69;18,76;18,92424;19,10714;5,764119E-03;50,97544;172,2996;0;0
28/02/2023 00.21.30;44500;R1.1;18,71;18,77;18,92424;19,10714;5,764119E-03;50,97544;172,4617;0;0
28/02/2023 00.22.00;44500;R1.1;18,69;18,78;18,92424;19,10714;5,764119E-03;50,96967;172,6328;0;0
28/02/2023 00.22.31;44500;R1.1;18,68;18,79;18,92424;19,10714;0;50,97544;172,7949;0;0
28/02/2023 00.23.02;44500;R1.1;18,67;18,78;18,92424;19,10714;1,152824E-02;50,96967;172,939;0;0
28/02/2023 00.23.32;44500;R1.1;18,69;18,76;18,92424;19,10714;5,764119E-03;50,96967;173,1101;0;0
28/02/2023 00.24.02;44500;R1.1;18,7;18,74;18,92424;19,10714;5,764119E-03;50,96967;173,2902;0;0
28/02/2023 00.24.32;44500;R1.1;18,71;18,74;18,92424;19,00765;5,764119E-03;50,96967;173,4433;0;0
28/02/2023 00.25.02;44500;R1.1;18,7;18,75;18,92424;19,10714;5,764119E-03;50,9639;173,6054;0;0
28/02/2023 00.25.32;44500;R1.1;18,68;18,76;18,92424;19,00765;5,764119E-03;50,97544;173,7856;0;0
28/02/2023 00.26.02;44500;R1.1;18,67;18,74;18,92424;19,00765;5,764119E-03;50,97544;173,9296;0;0
28/02/2023 00.26.32;44500;R1.1;18,66;18,75;18,92424;19,00765;1,152824E-02;50,96967;174,1188;0;0
28/02/2023 00.27.03;44500;R1.1;18,65;18,75;18,92424;19,00765;1,152824E-02;50,96967;174,2538;0;0
28/02/2023 00.27.33;44500;R1.1;18,65;18,75;18,92424;19,00765;5,764119E-03;50,96967;174,434;0;0
28/02/2023 00.28.03;44500;R1.1;18,64;18,74;18,92424;19,00765;5,764119E-03;50,96967;174,5961;0;0
28/02/2023 00.28.33;44500;R1.1;18,63;18,75;18,92424;19,00765;1,152824E-02;50,96967;174,7582;0;0
28/02/2023 00.29.03;44500;R1.1;18,63;18,75;18,92424;19,00765;1,152824E-02;50,96967;174,9203;0;0
28/02/2023 00.29.33;44500;R1.1;18,62;18,75;18,92424;19,00765;5,764119E-03;50,97544;175,0824;0;0
28/02/2023 00.30.03;44500;R1.1;18,61;18,75;18,92424;19,00765;5,764119E-03;50,96967;175,2535;0;0
28/02/2023 00.30.33;44500;R1.1;18,61;18,76;18,92424;19,00765;5,764119E-03;50,9639;175,4246;0;0
28/02/2023 00.31.04;44500;R1.1;18,62;18,76;18,92424;19,00765;1,152824E-02;50,96967;175,5867;0;0
28/02/2023 00.31.34;44500;R1.1;18,61;18,76;18,92424;19,00765;5,764119E-03;50,96967;175,7488;0;0
28/02/2023 00.32.06;44500;R1.1;18,61;18,78;18,92424;19,00765;5,764119E-03;50,9639;175,9199;0;0
28/02/2023 00.32.36;44500;R1.1;18,61;18,76;18,92424;19,00765;5,764119E-03;50,96967;176,073;0;0
28/02/2023 00.33.06;44500;R1.1;18,62;18,75;18,92424;19,00765;5,764119E-03;50,96967;176,2351;0;0
28/02/2023 00.33.36;44500;R1.1;18,66;18,75;18,92424;19,00765;1,152824E-02;50,96967;176,4152;0;0
28/02/2023 00.34.06;44500;R1.1;18,66;18,75;18,92424;19,00765;1,152824E-02;50,96967;176,5953;0;0
28/02/2023 00.34.36;44500;R1.1;18,65;18,76;18,92424;19,00765;1,152824E-02;50,97544;176,7484;0;0
28/02/2023 00.35.06;44500;R1.1;18,64;18,74;18,92424;19,00765;5,764119E-03;50,96967;176,9015;0;0
28/02/2023 00.35.37;44500;R1.1;18,64;18,75;18,92424;19,00765;5,764119E-03;50,96967;177,0546;0;0
28/02/2023 00.36.07;44500;R1.1;18,64;18,75;18,92424;19,00765;5,764119E-03;50,96967;177,2347;0;0
28/02/2023 00.36.37;44500;R1.1;18,64;18,77;18,92424;19,00765;5,764119E-03;50,96967;177,3878;0;0
28/02/2023 00.37.07;44500;R1.1;18,63;18,77;18,92424;19,00765;1,152824E-02;50,96967;177,5589;0;0
28/02/2023 00.37.37;44500;R1.1;18,63;18,77;18,92424;19,00765;1,152824E-02;50,96967;177,739;0;0
28/02/2023 00.38.07;44500;R1.1;18,63;18,76;18,92424;19,00765;5,764119E-03;50,96967;177,9011;0;0
28/02/2023 00.38.37;44500;R1.1;18,67;18,76;18,92424;19,00765;1,152824E-02;50,96967;178,0542;0;0
28/02/2023 00.39.20;44500;R1.1;18,67;18,76;18,92424;19,00765;5,764119E-03;50,96967;178,2073;0;0
28/02/2023 00.39.38;44500;R1.1;18,66;18,76;18,92424;19,00765;5,764119E-03;50,96967;178,3694;0;0
28/02/2023 00.40.08;44500;R1.1;18,65;18,76;18,92424;19,00765;5,764119E-03;50,96967;178,5405;0;0
28/02/2023 00.40.38;44500;R1.1;18,63;18,75;18,92424;19,00765;5,764119E-03;50,96967;178,7026;0;0
28/02/2023 00.41.08;44500;R1.1;18,63;18,76;18,92424;19,00765;5,764119E-03;50,96967;178,8737;0;0
28/02/2023 00.41.39;44500;R1.1;18,63;18,76;18,92424;19,00765;5,764119E-03;50,9639;179,0448;0;0
28/02/2023 00.42.09;44500;R1.1;18,61;18,76;18,92424;19,00765;5,764119E-03;50,96967;179,2069;0;0
28/02/2023 00.42.39;44500;R1.1;18,59;18,75;18,92424;19,00765;5,764119E-03;50,96967;179,36;0;0
28/02/2023 00.43.09;44500;R1.1;18,58;18,76;18,92424;19,00765;5,764119E-03;50,96967;179,5131;0;0
28/02/2023 00.43.39;44500;R1.1;18,58;18,76;18,92424;19,00765;5,764119E-03;50,9639;179,6932;0;0
28/02/2023 00.44.09;44500;R1.1;18,59;18,75;18,92424;19,00765;1,152824E-02;50,9639;179,8643;0;0
28/02/2023 00.44.39;44500;R1.1;18,58;18,75;18,92424;19,00765;5,764119E-03;50,96967;180,0264;0;0
28/02/2023 00.45.09;44500;R1.1;18,58;18,74;18,92424;19,00765;1,152824E-02;50,96967;180,1795;0;0
28/02/2023 00.45.40;44500;R1.1;18,58;18,75;18,92424;19,00765;5,764119E-03;50,9639;180,3416;0;0
28/02/2023 00.46.10;44500;R1.1;18,58;18,75;18,92424;19,00765;5,764119E-03;50,95813;180,5127;0;0
28/02/2023 00.46.40;44500;R1.1;18,58;18,74;18,82576;19,00765;5,764119E-03;50,95813;180,6658;0;0
28/02/2023 00.47.10;44500;R1.1;18,58;18,74;18,82576;19,00765;1,152824E-02;50,9639;180,8189;0;0
28/02/2023 00.47.40;44500;R1.1;18,58;18,75;18,82576;19,00765;5,764119E-03;50,9639;180,963;0;0
28/02/2023 00.48.10;44500;R1.1;18,56;18,74;18,82576;19,00765;1,152824E-02;50,95236;181,1521;0;0
28/02/2023 00.48.40;44500;R1.1;18,56;18,74;18,82576;19,00765;5,764119E-03;50,9639;181,3142;0;0
28/02/2023 00.49.10;44500;R1.1;18,56;18,74;18,92424;19,00765;5,764119E-03;50,95813;181,4673;0;0
28/02/2023 00.49.53;44500;R1.1;18,55;18,74;18,82576;19,00765;5,764119E-03;50,95813;181,6384;0;0
28/02/2023 00.50.12;44500;R1.1;18,55;18,74;18,82576;19,00765;5,764119E-03;50,95813;181,8186;0;0
28/02/2023 00.50.42;44500;R1.1;18,54;18,74;18,82576;19,00765;5,764119E-03;50,95813;181,9716;0;0
28/02/2023 00.51.12;44500;R1.1;18,54;18,74;18,82576;19,00765;0;50,95813;182,1247;0;0
28/02/2023 00.51.42;44500;R1.1;18,53;18,74;18,82576;19,00765;5,764119E-03;50,95236;182,2688;0;0
28/02/2023 00.52.12;44500;R1.1;18,53;18,74;18,82576;19,00765;5,764119E-03;50,95236;182,4399;0;0
28/02/2023 00.52.42;44500;R1.1;18,53;18,74;18,82576;19,00765;5,764119E-03;50,95813;182,6111;0;0
28/02/2023 00.53.28;44500;R1.1;18,54;18,74;18,82576;19,00765;5,764119E-03;50,95813;182,7551;0;0
28/02/2023 00.53.43;44500;R1.1;18,55;18,74;18,82576;19,00765;5,764119E-03;50,95813;182,8812;0;0
28/02/2023 00.54.13;44500;R1.1;18,55;18,74;18,82576;19,00765;5,764119E-03;50,95236;182,9983;0;0
28/02/2023 00.54.43;44500;R1.1;18,55;18,74;18,82576;19,00765;5,764119E-03;50,95813;183,0974;0;0
28/02/2023 00.55.13;44500;R1.1;18,57;18,71;18,82576;18,90816;1,152824E-02;50,94659;183,1874;0;0
28/02/2023 00.55.43;44500;R1.1;18,57;18,71;18,82576;18,90816;5,764119E-03;50,95813;183,2775;0;0
28/02/2023 00.56.13;44500;R1.1;18,57;18,7;18,82576;18,90816;5,764119E-03;50,95236;183,3585;0;0
28/02/2023 00.56.43;44500;R1.1;18,56;18,7;18,82576;18,90816;1,152824E-02;50,94659;183,4306;0;0
28/02/2023 00.57.31;44500;R1.1;18,55;18,67;18,82576;18,90816;5,764119E-03;50,95236;183,5026;0;0
28/02/2023 00.57.44;44500;R1.1;18,54;18,68;18,82576;18,90816;1,152824E-02;50,95236;183,5656;0;0
28/02/2023 00.58.15;44500;R1.1;18,53;18,69;18,82576;18,90816;5,764119E-03;50,95236;183,6107;0;0
28/02/2023 00.58.45;44500;R1.1;18,53;18,7;18,82576;19,00765;5,764119E-03;50,94659;183,6377;0;0
28/02/2023 00.59.15;44500;R1.1;18,52;18,71;18,82576;18,90816;1,152824E-02;50,95813;183,7097;0;0
28/02/2023 00.59.45;44500;R1.1;18,52;18,7;18,82576;18,90816;5,764119E-03;50,95236;183,7367;0;0
28/02/2023 01.00.15;44500;R1.1;18,52;18,71;18,82576;18,90816;5,764119E-03;50,95236;183,7458;0;0
28/02/2023 01.00.45;44500;R1.1;18,52;18,71;18,82576;18,90816;1,152824E-02;50,94659;183,7998;0;0
28/02/2023 01.01.15;44500;R1.1;18,52;18,71;18,82576;18,90816;5,764119E-03;50,95236;183,7998;0;0
28/02/2023 01.01.45;44500;R1.1;18,52;18,7;18,82576;18,90816;5,764119E-03;50,95236;183,8268;0;0
28/02/2023 01.02.33;44500;R1.1;18,52;18,7;18,82576;18,90816;5,764119E-03;50,94659;183,8628;0;0
28/02/2023 01.02.46;44500;R1.1;18,54;18,7;18,82576;18,90816;5,764119E-03;50,95236;183,8628;0;0
28/02/2023 01.03.16;44500;R1.1;18,54;18,69;18,82576;18,90816;5,764119E-03;50,94659;183,8628;0;0
28/02/2023 01.03.46;44500;R1.1;18,53;18,68;18,82576;18,90816;5,764119E-03;50,94082;183,8718;0;0
28/02/2023 01.04.18;44500;R1.1;18,53;18,67;18,82576;18,90816;5,764119E-03;50,95236;183,8898;0;0
28/02/2023 01.04.48;44500;R1.1;18,52;18,67;18,82576;18,90816;1,152824E-02;50,94659;183,8898;0;0
28/02/2023 01.05.18;44500;R1.1;18,51;18,68;18,82576;18,90816;5,764119E-03;50,95236;183,8988;0;0
28/02/2023 01.05.48;44500;R1.1;18,52;18,68;18,82576;18,90816;5,764119E-03;50,94082;183,9169;0;0
28/02/2023 01.06.18;44500;R1.1;18,52;18,69;18,82576;18,90816;5,764119E-03;50,94082;183,9259;0;0
28/02/2023 01.06.48;44500;R1.1;18,52;18,69;18,82576;18,90816;1,152824E-02;50,94082;183,9259;0;0
28/02/2023 01.07.18;44500;R1.1;18,51;18,69;18,82576;18,90816;5,764119E-03;50,94082;183,9259;0;0
28/02/2023 01.08.06;44500;R1.1;18,51;18,69;18,82576;18,90816;5,764119E-03;50,94082;183,9259;0;0
28/02/2023 01.08.19;44500;R1.1;18,5;18,68;18,82576;18,90816;0;50,93505;183,9259;0;0
28/02/2023 01.08.49;44500;R1.1;18,5;18,68;18,82576;18,90816;5,764119E-03;50,94659;183,9169;0;0
28/02/2023 01.09.19;44500;R1.1;18,49;18,66;18,82576;18,90816;5,764119E-03;50,93505;183,9259;0;0
28/02/2023 01.09.49;44500;R1.1;18,5;18,66;18,82576;18,90816;1,152824E-02;50,94082;183,9259;0;0
28/02/2023 01.10.19;44500;R1.1;18,49;18,66;18,82576;18,90816;5,764119E-03;50,93505;183,9259;0;0
28/02/2023 01.10.49;45000;R1.1;18,51;18,66;18,82576;18,90816;5,764119E-03;50,93505;183,9259;0;0
28/02/2023 01.11.19;45000;R1.1;18,51;18,67;18,82576;18,90816;5,764119E-03;50,92928;183,9259;0;0
28/02/2023 01.11.50;45000;R1.1;18,53;18,67;18,82576;18,90816;5,764119E-03;50,93505;183,9259;0;0
28/02/2023 01.12.20;45000;R1.1;18,53;18,66;18,82576;18,90816;0;50,93505;183,9169;0;0
28/02/2023 01.12.50;45000;R1.1;18,53;18,66;18,82576;18,90816;5,764119E-03;50,94082;183,8898;0;0
28/02/2023 01.13.20;45000;R1.1;18,52;18,66;18,82576;18,90816;5,764119E-03;50,92928;183,8808;0;0
28/02/2023 01.13.50;45000;R1.1;18,52;18,66;18,82576;18,90816;0;50,92928;183,8358;0;0
28/02/2023 01.14.20;45000;R1.1;18,51;18,66;18,82576;18,90816;5,764119E-03;50,92928;183,7998;0;0
28/02/2023 01.15.08;45000;R1.1;18,51;18,66;18,82576;18,90816;1,152824E-02;50,93505;183,7638;0;0
28/02/2023 01.15.21;45000;R1.1;18,54;18,66;18,82576;18,90816;5,764119E-03;50,92928;183,7367;0;0
28/02/2023 01.15.51;45000;R1.1;18,53;18,65;18,82576;18,90816;0;50,92928;183,7187;0;0
28/02/2023 01.16.21;45000;R1.1;18,52;18,65;18,82576;18,90816;5,764119E-03;50,92928;183,7097;0;0
28/02/2023 01.16.51;45000;R1.1;18,51;18,64;18,82576;18,90816;5,764119E-03;50,93505;183,6917;0;0
28/02/2023 01.17.21;45000;R1.1;18,5;18,63;18,82576;18,90816;5,764119E-03;50,92352;183,6647;0;0
28/02/2023 01.17.51;45000;R1.1;18,5;18,63;18,82576;18,90816;5,764119E-03;50,92928;183,6467;0;0
28/02/2023 01.18.21;45000;R1.1;18,5;18,62;18,82576;18,90816;5,764119E-03;50,92928;183,6197;0;0
28/02/2023 01.18.55;45000;R1.1;18,49;18,62;18,82576;18,90816;5,764119E-03;50,92352;183,5927;0;0
28/02/2023 01.19.25;45000;R1.1;18,5;18,63;18,82576;18,90816;1,152824E-02;50,92352;183,5836;0;0
28/02/2023 01.19.55;45000;R1.1;18,5;18,61;18,82576;18,90816;1,152824E-02;50,92928;183,5566;0;0
28/02/2023 01.20.25;45000;R1.1;18,5;18,62;18,82576;18,90816;0;50,92352;183,5386;0;0
28/02/2023 01.20.55;45000;R1.1;18,49;18,64;18,82576;18,90816;0;50,92928;183,5386;0;0
28/02/2023 01.21.25;45000;R1.1;18,49;18,63;18,82576;18,90816;5,764119E-03;50,92928;183,5296;0;0
28/02/2023 01.21.55;45000;R1.1;18,49;18,62;18,82576;18,90816;0;50,93505;183,5026;0;0
28/02/2023 01.22.40;45000;R1.1;18,5;18,62;18,82576;18,90816;5,764119E-03;50,92928;183,4936;0;0
28/02/2023 01.22.56;45000;R1.1;18,5;18,63;18,72727;18,90816;5,764119E-03;50,92352;183,4936;0;0
28/02/2023 01.23.26;45000;R1.1;18,49;18,64;18,82576;18,90816;5,764119E-03;50,93505;183,4756;0;0
28/02/2023 01.23.56;45000;R1.1;18,49;18,65;18,82576;18,90816;1,152824E-02;50,92928;183,4666;0;0
28/02/2023 01.24.26;45000;R1.1;18,48;18,65;18,82576;18,90816;5,764119E-03;50,92928;183,4396;0;0
28/02/2023 01.24.56;45000;R1.1;18,48;18,66;18,82576;18,90816;5,764119E-03;50,93505;183,4306;0;0
28/02/2023 01.25.41;45000;R1.1;18,47;18,66;18,82576;18,90816;5,764119E-03;50,92928;183,4306;0;0
28/02/2023 01.25.57;45000;R1.1;18,47;18,66;18,72727;18,90816;5,764119E-03;50,92928;183,3945;0;0
28/02/2023 01.26.27;45000;R1.1;18,47;18,66;18,82576;18,90816;5,764119E-03;50,92928;183,3765;0;0
28/02/2023 01.26.58;45000;R1.1;18,48;18,64;18,82576;18,90816;1,152824E-02;50,92928;183,3765;0;0
28/02/2023 01.27.28;45000;R1.1;18,48;18,63;18,72727;18,90816;5,764119E-03;50,92928;183,3765;0;0
28/02/2023 01.27.58;45000;R1.1;18,48;18,63;18,72727;18,90816;5,764119E-03;50,92928;183,3675;0;0
28/02/2023 01.28.28;45000;R1.1;18,47;18,62;18,72727;18,90816;5,764119E-03;50,92928;183,3495;0;0
28/02/2023 01.28.58;45000;R1.1;18,46;18,63;18,72727;18,90816;5,764119E-03;50,92928;183,3405;0;0
28/02/2023 01.29.28;45000;R1.1;18,46;18,62;18,72727;18,90816;5,764119E-03;50,92928;183,3405;0;0
28/02/2023 01.30.14;45000;R1.1;18,46;18,61;18,72727;18,90816;0;50,92928;183,3225;0;0
28/02/2023 01.30.29;45000;R1.1;18,45;18,6;18,72727;18,90816;1,152824E-02;50,92352;183,3135;0;0
28/02/2023 01.31.00;45000;R1.1;18,45;18,61;18,72727;18,90816;5,764119E-03;50,92928;183,2955;0;0
28/02/2023 01.31.30;45000;R1.1;18,45;18,62;18,72727;18,90816;0;50,93505;183,2775;0;0
28/02/2023 01.32.00;45000;R1.1;18,45;18,62;18,72727;18,90816;5,764119E-03;50,93505;183,2775;0;0
28/02/2023 01.32.30;45000;R1.1;18,45;18,62;18,72727;18,90816;5,764119E-03;50,92352;183,2775;0;0
28/02/2023 01.33.00;45000;R1.1;18,46;18,61;18,72727;18,90816;5,764119E-03;50,92928;183,2504;0;0
28/02/2023 01.33.30;45000;R1.1;18,46;18,61;18,72727;18,90816;0;50,92352;183,2594;0;0
28/02/2023 01.34.00;45000;R1.1;18,46;18,61;18,72727;18,90816;0;50,92928;183,2504;0;0
28/02/2023 01.34.48;45000;R1.1;18,46;18,61;18,72727;18,90816;5,764119E-03;50,92928;183,2504;0;0
28/02/2023 01.35.01;45000;R1.1;18,45;18,61;18,72727;18,90816;1,152824E-02;50,93505;183,2324;0;0
28/02/2023 01.35.31;45000;R1.1;18,44;18,62;18,72727;18,90816;5,764119E-03;50,92928;183,2234;0;0
28/02/2023 01.36.01;45000;R1.1;18,45;18,62;18,72727;18,90816;0;50,92928;183,2234;0;0
28/02/2023 01.36.31;45000;R1.1;18,49;18,61;18,72727;18,90816;5,764119E-03;50,92928;183,2234;0;0
28/02/2023 01.37.01;45000;R1.1;18,47;18,6;18,72727;18,80867;5,764119E-03;50,92928;183,2144;0;0
28/02/2023 01.37.31;45000;R1.1;18,46;18,61;18,72727;18,90816;0;50,92928;183,2054;0;0
28/02/2023 01.38.01;45000;R1.1;18,45;18,61;18,72727;18,90816;5,764119E-03;50,92928;183,1874;0;0
28/02/2023 01.38.51;45000;R1.1;18,44;18,61;18,72727;18,90816;5,764119E-03;50,92928;183,1964;0;0
28/02/2023 01.39.02;45000;R1.1;18,44;18,61;18,72727;18,90816;1,152824E-02;50,92928;183,1874;0;0
28/02/2023 01.39.32;45000;R1.1;18,44;18,61;18,72727;18,90816;5,764119E-03;50,92928;183,1784;0;0
28/02/2023 01.40.03;45000;R1.1;18,43;18,61;18,72727;18,90816;5,764119E-03;50,92352;183,1604;0;0
28/02/2023 01.40.33;45000;R1.1;18,42;18,61;18,72727;18,90816;5,764119E-03;50,92352;183,1694;0;0
28/02/2023 01.41.03;45000;R1.1;18,41;18,6;18,72727;18,90816;1,152824E-02;50,92928;183,1604;0;0
28/02/2023 01.41.33;45000;R1.1;18,41;18,59;18,72727;18,80867;5,764119E-03;50,92928;183,1424;0;0
28/02/2023 01.42.03;45000;R1.1;18,42;18,58;18,72727;18,90816;1,152824E-02;50,92352;183,1334;0;0
28/02/2023 01.42.33;45000;R1.1;18,42;18,57;18,72727;18,80867;5,764119E-03;50,92928;183,1244;0;0
28/02/2023 01.43.03;45000;R1.1;18,41;18,58;18,72727;18,90816;0;50,92928;183,1334;0;0
28/02/2023 01.43.33;45000;R1.1;18,41;18,59;18,72727;18,90816;5,764119E-03;50,92352;183,1334;0;0
